BandIndex,HighestPeak1,HighestPeak2,HighestPeak3,HighestPeak4,HighestPeak5,HighestPeak6,HighestPeak7,HighestPeak8,HighestPeak9,HighestPeak10,HighestPeak11,HighestPeak12,HighestPeak13,HighestPeak14,HighestPeak15,HighestPeak16,HighestPeak17,HighestPeak18,HighestPeak19,HighestPeak20,HighestSingleChange21,HighestSingleChange22,HighestSingleChange23,HighestSingleChange24,HighestSingleChange25,HighestSingleChange26,HighestSingleChange27,HighestSingleChange28,HighestSingleChange29,HighestSingleChange30,HighestSingleChange31,HighestSingleChange32,HighestSingleChange33,HighestSingleChange34,HighestSingleChange35,HighestSingleChange36,HighestSingleChange37,HighestSingleChange38,HighestSingleChange39,HighestSingleChange40,HighestTotalChange41,HighestTotalChange42,HighestTotalChange43,HighestTotalChange44,HighestTotalChange45,HighestTotalChange46,HighestTotalChange47,HighestTotalChange48,HighestTotalChange49,HighestTotalChange50,HighestTotalChange51,HighestTotalChange52,HighestTotalChange53,HighestTotalChange54,HighestTotalChange55,HighestTotalChange56,HighestTotalChange57,HighestTotalChange58,HighestTotalChange59,HighestTotalChange60,HighestDynamicRange61,HighestDynamicRange62,HighestDynamicRange63,HighestDynamicRange64,HighestDynamicRange65,HighestDynamicRange66,HighestDynamicRange67,HighestDynamicRange68,HighestDynamicRange69,HighestDynamicRange70,HighestDynamicRange71,HighestDynamicRange72,HighestDynamicRange73,HighestDynamicRange74,HighestDynamicRange75,HighestDynamicRange76,HighestDynamicRange77,HighestDynamicRange78,HighestDynamicRange79,HighestDynamicRange80,BestPeakToAverage81,BestPeakToAverage82,BestPeakToAverage83,BestPeakToAverage84,BestPeakToAverage85,BestPeakToAverage86,BestPeakToAverage87,BestPeakToAverage88,BestPeakToAverage89,BestPeakToAverage90,BestPeakToAverage91,BestPeakToAverage92,BestPeakToAverage93,BestPeakToAverage94,BestPeakToAverage95,BestPeakToAverage96,BestPeakToAverage97,BestPeakToAverage98,BestPeakToAverage99,BestPeakToAverage100
5,0.05,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
